date,sentiment,percentagePositivePosts,percentageNegativePosts,percentageNeutralPosts,postsCount
2025-05-21,0.06866953316431788,54.02193592290922,37.47925916902255,8.498804908068236,476114
2025-05-22,0.07392434058713294,54.836982425539254,36.96417162733625,8.198845947124502,493045
